Date,Adj Close,Close,High,Low,Open,Volume
2017-01-03,2.512207269668579,2.5502500534057617,2.659250020980835,2.484499931335449,2.609999895095825,1501996000
2017-01-04,2.570819616317749,2.6097500324249268,2.637500047683716,2.538249969482422,2.5850000381469727,1199220000
2017-01-05,2.5055580139160156,2.5434999465942383,2.6454999446868896,2.526249885559082,2.6132500171661377,984296000
2017-01-06,2.539051055908203,2.577500104904175,2.606250047683716,2.5299999713897705,2.5712499618530273,822856000
2017-01-09,2.6419920921325684,2.681999921798706,2.700000047683716,2.5875000953674316,2.5875000953674316,916248000
2017-01-10,2.622044563293457,2.661750078201294,2.729749917984009,2.640749931335449,2.6952500343322754,880920000
2017-01-11,2.589782476425171,2.628999948501587,2.6549999713897705,2.603749990463257,2.6500000953674316,525664000
2017-01-12,2.547423839569092,2.5859999656677246,2.617500066757202,2.5404999256134033,2.60575008392334,625616000
2017-01-13,2.547178030014038,2.585750102996826,2.625,2.5764999389648438,2.5899999141693115,457820000
2017-01-17,2.4900424480438232,2.527750015258789,2.5799999237060547,2.5142500400543213,2.575000047683716,580612000
2017-01-18,2.535357713699341,2.5737500190734863,2.580749988555908,2.477750062942505,2.50600004196167,654424000
2017-01-19,2.589782476425171,2.628999948501587,2.6614999771118164,2.57450008392334,2.5767500400543213,644872000
2017-01-20,2.5614609718322754,2.600250005722046,2.6700000762939453,2.578000068664551,2.6519999504089355,492024000
2017-01-23,2.5880584716796875,2.6272499561309814,2.6475000381469727,2.5924999713897705,2.5950000286102295,369904000
2017-01-24,2.643223524093628,2.6832499504089355,2.689500093460083,2.622499942779541,2.637500047683716,428052000
2017-01-25,2.6545515060424805,2.6947500705718994,2.7325000762939453,2.658250093460083,2.726249933242798,522760000
2017-01-26,2.7003581523895264,2.7412500381469727,2.7487499713897705,2.6675000190734863,2.697499990463257,458800000
2017-01-27,2.752567768096924,2.794250011444092,2.7972500324249268,2.721250057220459,2.7482500076293945,471996000
2017-01-30,2.70947003364563,2.750499963760376,2.77524995803833,2.6977500915527344,2.7730000019073486,496004000
2017-01-31,2.688783884048462,2.7295000553131104,2.7512500286102295,2.7049999237060547,2.723750114440918,362756000
2017-02-01,2.8062546253204346,2.848750114440918,2.8529999256134033,2.746500015258789,2.7644999027252197,590004000
2017-02-02,2.8417177200317383,2.8847498893737793,2.8935000896453857,2.801500082015991,2.8324999809265137,483240000
2017-02-03,2.8168435096740723,2.859499931335449,2.8975000381469727,2.8475000858306885,2.8862500190734863,372744000
2017-02-06,2.8890013694763184,2.9327499866485596,2.9332499504089355,2.8499999046325684,2.8499999046325684,506768000
2017-02-07,2.9338226318359375,2.978250026702881,3.0230000019073486,2.947499990463257,2.9674999713897705,746224000
2017-02-08,2.921015977859497,2.965250015258789,2.9827499389648438,2.9094998836517334,2.9600000381469727,449580000
2017-02-09,2.866098165512085,2.9094998836517334,2.9765000343322754,2.890000104904175,2.9714999198913574,842568000
2017-02-10,2.7981271743774414,2.8405001163482666,3.0174999237060547,2.815000057220459,2.9982500076293945,1651092000
2017-02-13,2.6690807342529297,2.7095000743865967,2.8494999408721924,2.7049999237060547,2.834749937057495,1180724000
2017-02-14,2.6789326667785645,2.7195000648498535,2.7537500858306885,2.657249927520752,2.6997499465942383,850632000
2017-02-15,2.6843504905700684,2.7249999046325684,2.744999885559082,2.694000005722046,2.7225000858306885,373020000
2017-02-16,2.641253709793091,2.6812500953674316,2.7360000610351562,2.6414999961853027,2.7347500324249268,647176000
2017-02-17,2.6407599449157715,2.6807498931884766,2.6852500438690186,2.6197500228881836,2.6675000190734863,563740000
2017-02-21,2.7353296279907227,2.776750087738037,2.780750036239624,2.7054998874664307,2.705749988555908,551952000
2017-02-22,2.7311367988586426,2.7690000534057617,2.7950000762939453,2.7497498989105225,2.7855000495910645,433772000
2017-02-23,2.4778974056243896,2.5122499465942383,2.659749984741211,2.492000102996826,2.637500047683716,1592888000
2017-02-24,2.5018157958984375,2.5364999771118164,2.549999952316284,2.3924999237060547,2.4267499446868896,1029904000
2017-02-27,2.5745582580566406,2.6102499961853027,2.625499963760376,2.5390000343322754,2.555000066757202,715400000
2017-02-28,2.5023093223571777,2.5369999408721924,2.630000114440918,2.5195000171661377,2.619999885559082,625360000
2017-03-01,2.534611225128174,2.5697500705718994,2.609250068664551,2.527750015258789,2.594749927520752,504804000
2017-03-02,2.4411566257476807,2.4749999046325684,2.571000099182129,2.472249984741211,2.5567500591278076,754332000
2017-03-03,2.4271018505096436,2.460750102996826,2.469249963760376,2.4054999351501465,2.464250087738037,864692000
2017-03-06,2.4083616733551025,2.4417500495910645,2.452500104904175,2.3792500495910645,2.4240000247955322,883568000
2017-03-07,2.4347448348999023,2.4684998989105225,2.4882500171661377,2.4287500381469727,2.4417500495910645,603400000
2017-03-08,2.430306911468506,2.4639999866485596,2.5325000286102295,2.461750030517578,2.5174999237060547,638712000
2017-03-09,2.429814100265503,2.4635000228881836,2.4862499237060547,2.434999942779541,2.4477500915527344,478060000
2017-03-10,2.4441165924072266,2.4779999256134033,2.5022499561309814,2.4595000743865967,2.4902501106262207,499740000
2017-03-13,2.5114331245422363,2.546250104904175,2.5562500953674316,2.4877500534057617,2.4885001182556152,774136000
2017-03-14,2.509706735610962,2.5445001125335693,2.5687499046325684,2.5117499828338623,2.5592501163482666,522016000
2017-03-15,2.5286927223205566,2.5637500286102295,2.5747499465942383,2.507999897003174,2.5562500953674316,615036000
2017-03-16,2.5597622394561768,2.595249891281128,2.595750093460083,2.5602500438690186,2.57450008392334,523100000
2017-03-17,2.615489959716797,2.651750087738037,2.6530001163482666,2.595249891281128,2.61299991607666,1119688000
2017-03-20,2.698833703994751,2.7362499237060547,2.7402501106262207,2.653249979019165,2.6695001125335693,748568000
2017-03-21,2.611543655395508,2.647749900817871,2.749000072479248,2.6397500038146973,2.71875,913484000
2017-03-22,2.6648056507110596,2.7017500400543213,2.7065000534057617,2.632499933242798,2.6364998817443848,616764000
2017-03-23,2.6406404972076416,2.6772499084472656,2.7139999866485596,2.6675000190734863,2.6937499046325684,533940000
2017-03-24,2.6500117778778076,2.6867499351501465,2.7322499752044678,2.6605000495910645,2.724250078201294,439500000
2017-03-27,2.6692445278167725,2.706249952316284,2.710249900817871,2.5894999504089355,2.6394999027252197,506644000
2017-03-28,2.655435800552368,2.6922500133514404,2.722249984741211,2.6817500591278076,2.7074999809265137,432444000
2017-03-29,2.646806001663208,2.683500051498413,2.712249994277954,2.6812500953674316,2.6997499465942383,349992000
2017-03-30,2.697601556777954,2.734999895095825,2.75,2.684999942779541,2.6907498836517334,525532000
2017-03-31,2.6860125064849854,2.723249912261963,2.7472500801086426,2.7100000381469727,2.725250005722046,440808000
2017-04-03,2.6724495887756348,2.7095000743865967,2.7412500381469727,2.685499906539917,2.723750114440918,445232000
2017-04-04,2.485046863555908,2.5195000171661377,2.6105000972747803,2.508500099182129,2.5850000381469727,1271280000
2017-04-05,2.4665539264678955,2.5007500648498535,2.5592501163482666,2.487499952316284,2.500499963760376,747048000
2017-04-06,2.484555244445801,2.5190000534057617,2.53125,2.460249900817871,2.50600004196167,635120000
2017-04-07,2.473951578140259,2.5082499980926514,2.54325008392334,2.493000030517578,2.5255000591278076,429068000
2017-04-10,2.410827159881592,2.4442501068115234,2.515749931335449,2.440000057220459,2.509000062942505,756332000
2017-04-11,2.4194579124450684,2.453000068664551,2.4725000858306885,2.408750057220459,2.413749933242798,618148000
2017-04-12,2.399484634399414,2.4327499866485596,2.4674999713897705,2.427500009536743,2.453000068664551,414092000
2017-04-13,2.3546061515808105,2.3872499465942383,2.4302499294281006,2.3872499465942383,2.408250093460083,506892000
2017-04-17,2.446828842163086,2.48075008392334,2.4809999465942383,2.3949999809265137,2.40024995803833,497292000
2017-04-18,2.448307514190674,2.4822499752044678,2.4885001182556152,2.440000057220459,2.466249942779541,370116000
2017-04-19,2.4579241275787354,2.492000102996826,2.5244998931884766,2.4852499961853027,2.5,380828000
2017-04-20,2.4968841075897217,2.5315001010894775,2.536250114440918,2.4852499961853027,2.5067501068115234,404016000
2017-04-21,2.5072410106658936,2.5420000553131104,2.5447499752044678,2.509000062942505,2.5209999084472656,341896000
2017-04-24,2.538557291030884,2.5737500190734863,2.5869998931884766,2.5527501106262207,2.5739998817443848,371820000
2017-04-25,2.582695245742798,2.618499994277954,2.6332499980926514,2.5667500495910645,2.5885000228881836,388440000
2017-04-26,2.5649406909942627,2.6005001068115234,2.6347498893737793,2.5985000133514404,2.6322500705718994,327004000
