date,ticker,anomaly_flag,ret,ret_z,volz,range_pct,type,why
2020-01-03,QQQ,0,-0.009159580824831037,-1.8031923439774367,0.988478036723476,77.77777777777779,,
2020-01-06,AAPL,0,0.007967816176026599,0.28257813066506066,0.20643656674105043,93.65079365079364,,
2020-01-06,AMZN,0,0.01488557393050649,1.2877582206627143,0.7234470150999661,92.06349206349206,,
2020-01-06,META,0,0.018833428702687893,1.2907717271984867,0.8863258671349347,92.06349206349206,,
2020-01-06,MSFT,0,0.002585064739078602,0.009534980920143347,0.13857667098623802,92.06349206349206,,
2020-01-06,NVDA,0,0.004193370967897625,-0.009870495594290317,-0.13861867987033932,68.25396825396825,,
2020-01-06,QQQ,1,0.006442929334506076,0.6286403440673851,0.3270826030581892,98.4126984126984,range_spike,range_pct > 95
2020-01-07,AAPL,0,-0.004702693118977086,-0.8665790686664505,-0.11807230595576174,38.095238095238095,,
2020-01-07,AMZN,0,0.0020916204156395946,0.0578065834182529,0.6578084918830411,46.03174603174603,,
2020-01-07,META,0,0.0021638008597817393,-0.04089581832995678,0.44623684137387826,28.57142857142857,,
2020-01-07,MSFT,0,-0.00911751943323924,-1.3514726260021397,0.23413597722588292,79.36507936507937,,
2020-01-07,NVDA,0,0.012106923029613581,0.4275341613061947,0.3945849222489648,55.55555555555556,,
2020-01-07,QQQ,0,-0.00013908889438252192,-0.35738014977779203,0.3467018360837661,31.746031746031743,,
2020-01-08,AAPL,0,0.016086025270182658,1.0872303680282704,0.43006711569235484,92.06349206349206,,
2020-01-08,AMZN,0,-0.007808640261289468,-0.8890583564063828,0.26377415236701984,60.317460317460316,,
2020-01-08,META,0,0.010137932128680749,0.5743253732394631,0.12354151904768737,55.55555555555556,,
2020-01-08,MSFT,0,0.015928284780402757,1.6019581643348093,0.9811253862514819,93.65079365079364,,
2020-01-08,NVDA,0,0.0018754635358209093,-0.13790599385559135,-0.05232569162334116,28.57142857142857,,
2020-01-08,QQQ,0,0.007516100531824721,0.8286676284656598,0.8211717392270554,90.47619047619048,,
2020-01-09,AAPL,0,0.021240934202288564,1.5425202657176469,1.1936747490013877,50.79365079365079,,
2020-01-09,AMZN,0,0.0047991747864684076,0.2978955518766764,0.0011355451836710787,52.38095238095239,,
2020-01-09,META,0,0.014311033593290334,0.8804371024905531,-0.05942536826528508,11.11111111111111,,
2020-01-09,MSFT,0,0.012493231532096027,1.1476166819041616,0.09142377814535584,15.873015873015872,,
2020-01-09,NVDA,0,0.010982489466828671,0.3467514418717692,-0.32869502141709794,50.79365079365079,,
2020-01-09,QQQ,0,0.008473712281486634,0.9757550923721504,0.4112226758188099,55.55555555555556,,
2020-01-10,AAPL,0,0.002260816158922596,-0.25851919070285023,0.5353204342064322,61.904761904761905,,
2020-01-10,AMZN,0,-0.009410596802031157,-1.0655740737040016,-0.28545781071580784,68.25396825396825,,
2020-01-10,META,0,-0.0010995077378358475,-0.33445578533544645,-0.1801772598189455,25.396825396825395,,
2020-01-10,MSFT,0,-0.00462746355449839,-0.8670398270120118,-0.04203115135412144,63.49206349206349,,
2020-01-10,NVDA,0,0.005349169456535741,0.027906129042173836,0.300595611079389,47.61904761904761,,
2020-01-10,QQQ,0,-0.002557320739506541,-0.8450874000402572,0.12596042139488117,66.66666666666666,,
2020-01-13,AAPL,0,0.0213646034710806,1.5400832351187597,0.02452560757520974,82.53968253968253,,
2020-01-13,AMZN,0,0.00432257824569926,0.27113229194937055,-0.3663076185606172,30.158730158730158,,
2020-01-13,META,0,0.01765580962208335,1.139607999043339,0.2676337827660211,30.158730158730158,,
2020-01-13,MSFT,0,0.012024307394834066,1.1412348714444456,0.057391403397620784,61.904761904761905,,
2020-01-13,NVDA,0,0.03135267154406085,1.5540356776767776,0.3044746694321603,66.66666666666666,,
2020-01-13,QQQ,0,0.011536832924022855,1.5182806162411924,0.2428904634438923,73.01587301587301,,
2020-01-14,AAPL,0,-0.013503290600929585,-1.7309049215899872,0.8881190372106217,76.19047619047619,,
2020-01-14,AMZN,0,-0.01155821171805238,-1.2476808698663229,0.13060785115756904,71.42857142857143,,
