Date,Adj Close,Close,High,Low,Open,Volume
2017-01-03,112.42214965820312,119.54000091552734,119.98999786376953,118.88999938964844,119.2699966430664,22307600
2017-01-04,113.03345489501953,120.19000244140625,120.41000366210938,119.66000366210938,119.66999816894531,19749100
2017-01-05,113.6729507446289,120.87000274658203,120.94999694824219,120.0999984741211,120.0999984741211,20644300
2017-01-06,114.66985321044922,121.93000030517578,122.25,120.69000244140625,121.0,24074300
2017-01-09,115.0460205078125,122.33000183105469,122.55000305175781,121.94999694824219,122.02999877929688,18909200
2017-01-10,115.29995727539062,122.5999984741211,122.97000122070312,122.0999984741211,122.37999725341797,16176600
2017-01-11,115.61028289794922,122.93000030517578,122.93000030517578,122.0199966430664,122.6500015258789,20686000
2017-01-12,115.43161010742188,122.73999786376953,122.81999969482422,121.5999984741211,122.48999786376953,19622500
2017-01-13,115.82659912109375,123.16000366210938,123.37000274658203,122.80000305175781,122.80000305175781,16930800
2017-01-17,115.47864532470703,122.79000091552734,123.02999877929688,122.43000030517578,122.83999633789062,14538500
2017-01-18,115.7137451171875,123.04000091552734,123.16000366210938,122.66000366210938,122.97000122070312,12499700
2017-01-19,115.6573257446289,122.9800033569336,123.6500015258789,122.72000122070312,123.22000122070312,12710700
2017-01-20,115.91124725341797,123.25,123.83000183105469,122.91999816894531,123.5199966430664,22091000
2017-01-23,116.00530242919922,123.3499984741211,123.52999877929688,122.56999969482422,123.16999816894531,17434200
2017-01-24,116.78587341308594,124.18000030517578,124.37000274658203,123.37999725341797,123.58999633789062,17640900
2017-01-25,117.96144104003906,125.43000030517578,125.45999908447266,124.8499984741211,124.95999908447266,15036200
2017-01-26,118.08369445800781,125.55999755859375,125.81999969482422,125.33999633789062,125.5999984741211,16052200
2017-01-27,118.30940246582031,125.80000305175781,125.91999816894531,125.38999938964844,125.83000183105469,15053000
2017-01-30,117.38775634765625,124.81999969482422,125.37999725341797,124.12999725341797,125.37999725341797,25006700
2017-01-31,117.15265655517578,124.56999969482422,124.5999984741211,123.8499984741211,124.37999725341797,19091100
2017-02-01,117.96144104003906,125.43000030517578,125.68000030517578,124.86000061035156,125.44999694824219,22861900
2017-02-02,117.85797882080078,125.31999969482422,125.69999694824219,124.86000061035156,125.20999908447266,15101400
2017-02-03,118.19657897949219,125.68000030517578,125.80999755859375,125.33000183105469,125.44999694824219,16957200
2017-02-06,118.33759307861328,125.83000183105469,125.8499984741211,125.3499984741211,125.47000122070312,11630100
2017-02-07,118.77024841308594,126.29000091552734,126.55000305175781,125.97000122070312,126.08999633789062,17541100
2017-02-08,118.96773529052734,126.5,126.68000030517578,125.87999725341797,126.12000274658203,12569100
2017-02-09,119.40034484863281,126.95999908447266,127.23999786376953,126.55999755859375,126.62999725341797,17542700
2017-02-10,119.79533386230469,127.37999725341797,127.55999755859375,127.0199966430664,127.23999786376953,13915700
2017-02-13,120.47246551513672,128.10000610351562,128.25999450683594,127.72000122070312,127.7699966430664,19120200
2017-02-14,120.87684631347656,128.52999877929688,128.5399932861328,127.73999786376953,128.14999389648438,16333500
2017-02-15,121.59156036376953,129.2899932861328,129.35000610351562,128.3699951171875,128.44000244140625,17891400
2017-02-16,121.553955078125,129.25,129.6300048828125,128.9199981689453,129.3699951171875,15098300
2017-02-17,122.08059692382812,129.80999755859375,129.82000732421875,129.0399932861328,129.05999755859375,15563700
2017-02-21,122.6825180053711,130.4499969482422,130.52999877929688,129.99000549316406,130.05999755859375,18479600
2017-02-22,122.72953033447266,130.5,130.58999633789062,130.11000061035156,130.3300018310547,12110900
2017-02-23,122.2686996459961,130.00999450683594,130.6999969482422,129.49000549316406,130.6999969482422,17489000
2017-02-24,122.50385284423828,130.25999450683594,130.25999450683594,129.3800048828125,129.4199981689453,18624500
2017-02-27,122.6543197631836,130.4199981689453,130.42999267578125,129.8000030517578,130.02000427246094,12008700
